0.1	59	11052
0.2	48	11682
0.3	738	11073
0.4	738	11030
0.5	738	11192
0.6	54	13087
0.7	48	11628
0.8	738	11579
0.9	92	12269
1	92	11020
1.1	54	13076
1.2	48	11143
1.3	102	11590
1.4	102	11300
1.5	102	13087
1.6	48	11117
1.7	16	11757
1.8	92	11122
1.9	92	11030
2	54	11030
2.1	48	11682
2.2	1669	11041
2.3	102	11025
2.4	102	11095
2.5	54	11741
2.6	48	11628
2.7	738	11122
2.8	738	12263
2.9	700	11041
3	48	11014
3.1	92	11666
3.2	102	11235
3.3	102	11165
3.4	829	10998
3.5	48	11757
3.6	97	11623
3.7	102	12269
3.8	102	11149
3.9	54	11235
4	92	11100
4.1	743	11020
4.2	743	11235
4.3	743	11009
4.4	48	11746
4.5	738	11757
4.6	743	11757
4.7	743	12269
4.8	54	11041
4.9	48	11676
5	16	11574
5.1	743	11106
5.2	743	11084
5.3	54	11741
5.4	48	11757
5.5	16	11617
5.6	743	12269
5.7	75	11127
5.8	48	11106
5.9	22	11020
6	16	11579
6.1	16	11111
6.2	54	13087
6.3	48	11757
6.4	16	11623
6.5	16	12269
6.6	16	12269
6.7	54	11014
6.8	48	11170
6.9	16	11160
7	16	11111
7.1	92	11090
7.2	48	11746
7.3	48	11623
7.4	16	11122
7.5	16	12269
7.6	59	11014
7.7	48	11106
7.8	738	11170
7.9	738	11041
8	738	11014
8.1	54	11741
8.2	48	11623
8.3	738	11623
8.4	92	11020
8.5	92	11020
8.6	54	13076
8.7	48	11100
8.8	102	11170
8.9	102	12075
9	102	11030
9.1	48	11003
9.2	16	11757
9.3	92	11122
9.4	92	11057
9.5	54	11057
9.6	48	15062
9.7	834	11090
9.8	102	11047
9.9	102	11079
10	54	11741
10.1	48	11628
10.2	738	11117
10.3	694	12269
10.4	738	11725
10.5	48	11100
10.6	743	11009
10.7	829	11041
10.8	102	11127
10.9	59	13087
11	48	11757
11.1	97	11617
11.2	102	11246
11.3	102	11041
11.4	54	11084
11.5	92	11090
11.6	743	11994
11.7	743	11100
11.8	743	11009
11.9	48	11746
12	743	11752
12.1	743	11117
12.2	743	11757
12.3	54	11014
12.4	48	11676
12.5	16	11025
12.6	743	11240
12.7	743	11079
12.8	54	11741
12.9	48	11741
13	16	11617
13.1	743	12269
13.2	75	11127
13.3	48	11106
13.4	22	11020
13.5	16	11579
13.6	16	11111
13.7	54	11030
13.8	48	11757
13.9	16	11623
14	16	12269
14.1	16	12269
14.2	54	11014
14.3	48	11170
14.4	16	11310
14.5	16	11111
14.6	92	11073
14.7	48	11746
14.8	48	11623
14.9	16	11122
15	16	12269
15.1	59	11014
15.2	48	11041
15.3	738	11025
15.4	738	11030
15.5	738	11100
15.6	54	13087
15.7	48	11741
15.8	738	11623
15.9	92	11757
16	92	11714
16.1	54	13076
16.2	48	11655
16.3	102	11084
16.4	102	11154
16.5	102	11030
16.6	48	11746
16.7	16	11757
16.8	834	11240
16.9	92	11095
17	54	11811
17.1	48	13081
17.2	834	11095
17.3	102	11041
17.4	102	11100
17.5	54	11746
17.6	48	11623
17.7	738	11122
17.8	738	12269
17.9	732	11122
18	48	11789
18.1	92	11235
18.2	102	11160
18.3	102	11025
18.4	59	13087
18.5	48	11757
18.6	97	11617
18.7	102	12269
18.8	102	11041
18.9	54	11025
19	92	11020
19.1	743	11095
19.2	743	11025
19.3	743	11036
19.4	48	11746
19.5	743	11623
19.6	743	11122
19.7	743	12274
19.8	54	11655
19.9	48	13081
20	743	11585
20.1	743	11596
20.2	743	11068
20.3	54	11741
20.4	48	11623
20.5	16	11617
20.6	743	12269
20.7	75	11009
20.8	48	11106
20.9	22	11009
21	16	11579
21.1	16	11117
21.2	54	13087
21.3	48	11757
21.4	16	11623
21.5	16	12269
21.6	16	13803
21.7	54	11655
21.8	48	11671
21.9	16	11160
22	16	11111
22.1	92	11079
22.2	48	11746
22.3	48	11623
22.4	16	11122
22.5	16	12269
22.6	59	11014
22.7	48	15062
22.8	738	11030
22.9	738	11375
23	738	11149
23.1	54	10998
23.2	48	11628
23.3	738	11579
23.4	92	12269
23.5	92	10977
23.6	54	12225
23.7	48	11036
23.8	102	12355
23.9	102	11047
24	102	11030
24.1	48	11746
24.2	16	11757
24.3	834	11752
24.4	92	11752
24.5	54	11725
24.6	48	11090
24.7	834	11084
24.8	102	11084
24.9	102	11009
25	54	11741
25.1	48	11623
25.2	738	11122
25.3	738	12274
25.4	743	11014
25.5	48	11666
25.6	743	11165
25.7	829	11036
25.8	102	11090
25.9	59	11073
26	48	11757
26.1	97	11623
26.2	102	12269
26.3	102	11052
26.4	54	11100
26.5	92	11030
26.6	743	11165
26.7	743	11649
26.8	743	11009
26.9	48	11746
27	743	11623
27.1	743	11757
27.2	743	11763
27.3	54	11741
27.4	48	13081
27.5	743	11515
27.6	743	11106
27.7	743	11084
27.8	54	11741
27.9	48	11623
28	16	11617
28.1	2536	12269
28.2	75	11068
28.3	48	11165
28.4	22	11020
28.5	16	11073
28.6	16	11003
28.7	54	11068
28.8	48	11757
28.9	16	11073
29	6815	11073
29.1	6804	13119
29.2	54	11644
29.3	48	11073
29.4	16	11073
29.5	6815	11073
29.6	188	12484
29.7	48	11036
29.8	48	11160
29.9	16	11073
30	6810	11073
30.1	59	11068
30.2	48	11111
30.3	738	13071
30.4	738	15935
30.5	738	11542
30.6	54	13087
30.7	48	11100
30.8	738	11623
30.9	183	15935
31	92	11079
31.1	54	11154
31.2	48	13733
31.3	102	11073
31.4	102	11068
31.5	102	11073
31.6	48	11746
31.7	3542	11020
31.8	92	15929
31.9	92	11014
32	54	11073
32.1	48	11020
32.2	6842	11073
32.3	102	15843
32.4	102	11558
32.5	54	11741
32.6	48	11628
32.7	6848	11073
32.8	6848	15197
32.9	738	11063
33	48	13081
33.1	92	11816
33.2	102	11073
33.3	102	13119
33.4	59	11736
33.5	48	11047
33.6	97	11649
33.7	102	15935
33.8	102	11063
33.9	54	11079
34	183	11203
34.1	743	11617
34.2	743	15822
34.3	743	13087
34.4	48	11746
34.5	743	11623
34.6	743	11181
34.7	743	11073
34.8	54	11639
34.9	48	12134
35	5647	11073
35.1	5432	11073
35.2	743	12484
35.3	54	11741
35.4	48	11660
35.5	5647	11009
35.6	5491	16683
35.7	70	11068
35.8	48	11165
35.9	43	12231
36	5432	11014
36.1	7569	11073
36.2	54	11030
36.3	48	11122
36.4	5647	11057
36.5	5432	11073
36.6	6804	12484
36.7	54	11644
36.8	48	11531
36.9	5647	11073
37	6815	11073
37.1	6799	12484
37.2	48	11117
37.3	48	11160
37.4	5647	11073
37.5	824	11003
37.6	59	11639
37.7	48	11660
37.8	738	11628
37.9	738	16591
38	738	11020
38.1	54	11181
38.2	48	10998
38.3	738	11617
38.4	92	16532
38.5	92	11079
38.6	54	11111
38.7	48	14449
38.8	102	11073
38.9	102	11003
39	102	11553
39.1	48	11106
39.2	3542	11623
39.3	92	12468
39.4	92	11800
39.5	54	11633
39.6	48	11068
39.7	6842	11073
39.8	102	16478
39.9	102	11558
40	54	12419
40.1	48	11628
40.2	6848	11047
40.3	6848	15956
40.4	65	11192
40.5	48	11779
40.6	743	11779
40.7	829	11073
40.8	102	13114
40.9	59	10998
41	48	11165
41.1	97	11020
41.2	102	15972
41.3	102	11063
41.4	54	11531
41.5	92	13119
41.6	743	11009
41.7	743	16554
41.8	743	13087
41.9	48	11746
42	743	11623
42.1	743	11181
42.2	743	16559
42.3	54	11639
42.4	48	12134
42.5	5647	11073
42.6	5432	11073
42.7	743	12484
42.8	54	11003
42.9	48	11660
43	5647	11009
43.1	5491	15935
43.2	75	11068
43.3	48	11047
43.4	2196	11203
43.5	2326	11079
43.6	1163	11003
43.7	54	10998
43.8	48	11122
43.9	5647	11079
44	5432	11073
44.1	1163	13119
44.2	54	11073
44.3	48	11192
44.4	2196	11068
44.5	6815	11073
44.6	549	11052
44.7	48	11117
44.8	48	11160
44.9	5647	11073
45	1163	11073
45.1	59	11003
45.2	48	11068
45.3	738	11628
45.4	738	10998
45.5	738	11047
45.6	54	11073
45.7	48	10998
45.8	738	11617
45.9	92	15924
46	92	11079
46.1	54	11111
46.2	48	15746
46.3	102	11073
46.4	102	11068
46.5	59	11003
46.6	48	11106
46.7	3542	13044
46.8	834	11003
46.9	92	11047
47	54	11639
47.1	48	11068
47.2	6848	11068
47.3	102	15843
47.4	102	11558
47.5	54	11122
47.6	48	11628
47.7	6848	11009
47.8	6848	11666
47.9	743	11014
48	48	11698
48.1	92	11117
48.2	102	11073
48.3	102	13114
48.4	59	13087
48.5	48	11079
48.6	97	11079
48.7	102	11009
48.8	102	11063
48.9	54	11531
49	183	11569
49.1	743	11014
49.2	743	16538
49.3	743	11079
49.4	48	11746
49.5	743	11623
49.6	743	16688
49.7	743	11117
49.8	54	11639
49.9	48	11644
50	5647	11073
50.1	5432	11073
50.2	743	11052
50.3	54	11003
50.4	48	11660
50.5	5647	11009
50.6	5491	16602
50.7	75	11186
50.8	48	11057
50.9	43	12231
51	5647	11014
51.1	7569	11003
51.2	54	11030
51.3	48	11122
51.4	5647	11068
51.5	5647	11073
51.6	6804	12339
51.7	54	11073
51.8	1470	11009
51.9	2202	11073
52	6815	11073
52.1	2929	11052
52.2	48	11117
52.3	2929	11160
52.4	1470	11073
52.5	1464	11073
52.6	59	11068
52.7	48	11068
52.8	738	13071
52.9	738	15778
53	738	11235
53.1	54	13087
53.2	48	11084
53.3	738	12365
53.4	183	16640
53.5	92	11079
53.6	54	10998
53.7	48	15746
53.8	102	11073
53.9	102	11068
54	102	11003
54.1	48	11106
54.2	3542	13022
54.3	834	12468
54.4	92	11003
54.5	54	11073
54.6	48	12134
54.7	6842	11073
54.8	102	16408
54.9	102	13098
55	54	11746
55.1	48	11628
55.2	6848	11073
55.3	6848	11666
55.4	738	11014
55.5	48	11079
55.6	743	11063
55.7	829	11073
55.8	102	12489
55.9	48	11003
56	48	12285
56.1	97	11068
56.2	102	15843
56.3	102	11063
56.4	54	11079
56.5	183	12409
56.6	743	11014
56.7	743	15918
56.8	743	13087
56.9	48	11746
57	743	11623
57.1	743	11009
57.2	743	11666
57.3	54	11073
57.4	48	12134
57.5	5647	11063
57.6	5432	11073
57.7	743	12484
57.8	54	11003
57.9	48	11660
58	5647	11009
58.1	5491	15935
58.2	75	11068
58.3	48	11165
58.4	43	12231
58.5	5432	11057
58.6	6810	11073
58.7	54	11030
58.8	48	11122
58.9	5647	11068
59	5432	11073
59.1	6804	13119
59.2	54	11073
59.3	48	11531
59.4	2196	11073
59.5	1367	11073
59.6	549	12484
59.7	48	11117
59.8	48	11160
59.9	5582	11073
60	549	11073
60.1	280	10998
60.2	280	11660
60.3	92	11003
60.4	275	11079
60.5	2536	11100
60.6	624	11073
60.7	738	11100
60.8	624	11100
60.9	92	11100
61	92	11100
61.1	738	11100
61.2	738	11100
61.3	280	11100
61.4	92	11068
61.5	92	11003
61.6	554	11100
61.7	183	11203
61.8	624	11100
61.9	619	11095
62	275	11014
62.1	92	11165
62.2	92	11009
62.3	275	11111
62.4	829	11014
62.5	738	11073
62.6	738	11025
62.7	275	11073
62.8	280	11736
62.9	92	11068
63	738	11165
63.1	738	11536
63.2	280	11073
63.3	92	13119
63.4	554	11186
63.5	554	11660
63.6	183	11009
63.7	743	11100
63.8	829	11100
63.9	231	11531
64	237	11100
64.1	237	11181
64.2	619	11100
64.3	738	11003
64.4	743	11100
64.5	738	11100
64.6	231	11100
64.7	231	11100
64.8	738	11100
64.9	619	11100
65	743	11084
65.1	237	11100
65.2	194	11068
65.3	468	11095
65.4	156	11095
65.5	151	11014
65.6	1459	11100
65.7	1459	10998
65.8	619	11073
65.9	624	11106
66	231	12575
66.1	231	11003
66.2	474	11068
66.3	468	11122
66.4	151	11057
66.5	231	11073
66.6	194	13119
66.7	468	11160
66.8	156	11003
66.9	151	11073
67	237	11073
67.1	194	11660
67.2	468	11666
67.3	156	11660
67.4	237	11073
67.5	237	11073
67.6	194	11003
67.7	124	11660
67.8	124	11208
67.9	188	11079
68	183	11100
68.1	97	11100
68.2	124	11100
68.3	124	11100
68.4	183	11100
68.5	183	11100
68.6	140	11100
68.7	140	11100
68.8	210	11073
68.9	210	11003
69	102	11100
69.1	140	11095
69.2	140	11030
69.3	210	11106
69.4	210	11100
69.5	738	11531
69.6	145	11100
69.7	145	11009
69.8	468	11170
69.9	156	11057
70	495	11703
70.1	167	11030
70.2	528	11014
70.3	528	11725
70.4	554	11003
70.5	554	11106
70.6	183	11520
70.7	280	11073
70.8	92	13119
70.9	560	11014
71	463	11660
71.1	183	11009
71.2	275	11693
71.3	92	11052
71.4	2186	11531
71.5	140	11165
71.6	129	11073
71.7	818	11213
71.8	818	11003
71.9	415	11213
72	1109	11213
72.1	818	11213
72.2	140	11213
72.3	129	11213
72.4	619	11213
72.5	415	11063
72.6	818	11073
72.7	6804	12489
72.8	818	11213
72.9	415	11660
73	415	11073
73.1	818	11213
73.2	818	11063
73.3	549	11073
73.4	2196	11030
73.5	2326	11073
73.6	210	10998
73.7	818	11639
73.8	549	11176
73.9	415	11063
74	102	11073
74.1	102	13119
74.2	1168	11671
74.3	2196	10998
74.4	2196	11073
74.5	140	11073
74.6	135	11052
74.7	102	11649
74.8	102	11660
74.9	824	11073
75	140	11073
75.1	129	10998
75.2	237	11666
75.3	194	11192
75.4	1459	11100
75.5	743	11100
75.6	738	11100
75.7	738	11100
75.8	738	11100
75.9	231	11100
76	194	11100
76.1	738	11100
76.2	738	11100
76.3	743	11100
76.4	743	11068
76.5	743	11100
76.6	468	11100
76.7	156	11100
76.8	743	11095
76.9	738	11100
77	738	11639
77.1	743	11122
77.2	743	11009
77.3	468	11014
77.4	156	11649
77.5	738	14411
77.6	743	13313
77.7	738	11639
77.8	743	11009
77.9	743	11547
78	231	13221
78.1	194	11106
78.2	183	11073
78.3	1276	12489
78.4	468	10998
78.5	156	11655
78.6	156	11003
78.7	231	11703
78.8	194	11036
78.9	275	12392
79	92	14513
79.1	92	11741
79.2	188	12376
79.3	183	13162
79.4	183	11736
79.5	700	10998
79.6	183	12478
79.7	102	11090
79.8	102	11014
79.9	694	12409
80	700	11730
80.1	140	11073
80.2	140	11655
80.3	183	12322
80.4	700	14556
80.5	705	11617
80.6	517	11025
80.7	97	13071
80.8	183	15159
80.9	183	12995
81	581	11100
81.1	581	11558
81.2	560	12333
81.3	183	15924
81.4	188	11633
81.5	468	11073
81.6	156	13114
81.7	1470	12409
81.8	1470	13162
81.9	2202	12387
82	140	11176
82.1	135	12349
82.2	468	11095
82.3	156	12414
82.4	554	13022
82.5	1464	11068
82.6	129	11084
82.7	3451	11117
82.8	102	11127
82.9	3478	11047
83	3515	13087
83.1	3515	11084
83.2	1109	11623
83.3	743	11746
83.4	280	11709
83.5	92	13744
83.6	4086	11100
83.7	4124	11719
83.8	4194	11773
83.9	102	11569
84	102	13092
84.1	738	11009
84.2	4780	11111
84.3	280	11639
84.4	92	11763
84.5	1233	11639
84.6	1233	12414
84.7	1217	11849
84.8	1227	11090
84.9	102	11106
85	1233	11682
85.1	1233	11057
85.2	1238	11768
85.3	1244	12328
85.4	463	12317
85.5	2056	12489
85.6	92	11655
85.7	2153	11181
85.8	1233	11811
85.9	6939	11073
86	468	11111
86.1	92	11052
86.2	490	11030
86.3	501	11063
86.4	560	11030
86.5	554	11084
86.6	560	10987
86.7	560	11143
86.8	560	11073
86.9	1351	11859
87	549	11041
87.1	560	12452
87.2	560	11106
87.3	554	11041
87.4	560	11111
87.5	560	11693
87.6	560	11111
87.7	1389	11111
87.8	549	11009
87.9	560	11687
88	549	11660
88.1	554	11009
88.2	560	11639
88.3	549	11832
88.4	560	11073
88.5	1373	12398
88.6	560	11100
88.7	560	11789
88.8	549	11003
88.9	560	11117
89	549	11526
89.1	560	13141
89.2	554	11165
89.3	2196	12435
89.4	560	11063
89.5	549	13114
89.6	1351	11111
89.7	1389	11197
89.8	1367	11579
89.9	1384	11746
90	1394	11003
90.1	59	11784
90.2	48	11095
90.3	619	11698
90.4	630	11703
90.5	624	11106
90.6	54	11741
90.7	48	13189
90.8	624	10998
90.9	619	11698
91	630	12559
91.1	54	11703
91.2	48	11725
91.3	624	11073
91.4	630	11073
91.5	59	10993
91.6	48	11579
91.7	1125	11628
91.8	743	12909
91.9	738	12941
92	54	11639
92.1	48	11633
92.2	840	13049
92.3	834	11676
92.4	829	10987
92.5	54	11741
92.6	48	11623
92.7	824	11628
92.8	829	13178
92.9	829	11186
93	48	11106
93.1	834	11020
93.2	834	11073
93.3	824	13119
93.4	54	13087
93.5	48	13189
93.6	931	11176
93.7	560	12452
93.8	565	11090
93.9	54	11531
94	48	13119
94.1	630	13055
94.2	614	11100
94.3	635	11084
94.4	48	11746
94.5	630	11111
94.6	630	11073
94.7	630	11090
94.8	54	11068
94.9	48	13087
95	614	11063
95.1	619	11073
95.2	619	11063
95.3	54	13087
95.4	48	11111
95.5	630	11079
95.6	624	11165
95.7	619	11063
95.8	48	11165
95.9	624	15698
96	630	11531
96.1	614	11170
96.2	619	11881
96.3	48	11111
96.4	624	11068
96.5	630	11073
96.6	614	13114
96.7	54	11009
96.8	48	13033
96.9	614	11079
97	614	11073
97.1	624	11660
97.2	48	11746
97.3	619	11623
97.4	619	11073
97.5	619	11073
97.6	59	11003
97.7	48	11666
97.8	560	11014
97.9	560	11170
98	560	11849
98.1	54	13087
98.2	48	11623
98.3	554	11009
98.4	549	12166
98.5	560	11176
98.6	54	11746
98.7	560	14449
98.8	560	11068
98.9	549	11003
99	59	11014
99.1	48	11117
99.2	549	11025
99.3	560	11746
99.4	560	14303
99.5	54	11639
99.6	48	11757
99.7	554	11073
99.8	560	11687
99.9	554	13092
100	54	11741
100.1	48	11736
100.2	554	11003
100.3	549	14379
100.4	554	11881
100.5	48	11073
100.6	630	11003
100.7	705	11073
100.8	694	13114
100.9	54	11886
101	48	11757
101.1	694	11009
101.2	619	11666
101.3	619	11079
101.4	54	11531
101.5	48	11676
101.6	824	11073
101.7	834	11590
101.8	554	11176
101.9	48	11746
102	834	11693
102.1	824	11526
102.2	834	11623
102.3	54	11639
102.4	48	11612
102.5	834	11068
102.6	829	11073
102.7	829	11063
102.8	54	13087
102.9	48	11666
103	829	11531
103.1	834	11536
103.2	824	11068
103.3	48	11052
103.4	829	13184
103.5	1367	11009
103.6	1378	11003
103.7	54	11886
103.8	48	11752
103.9	1227	11057
104	1389	11073
104.1	1384	13119
104.2	54	11009
104.3	48	11003
104.4	1394	11073
104.5	560	11073
104.6	829	13017
104.7	48	11746
104.8	48	11698
104.9	1389	11073
105	1367	11009
105.1	59	11003
105.2	48	11666
105.3	619	13055
105.4	1464	11698
105.5	1459	11170
105.6	54	11741
105.7	48	11628
105.8	738	10998
105.9	738	11084
106	732	11073
106.1	54	12425
