0.1	248	11047
0.2	248	11025
0.3	248	11025
0.4	248	11025
0.5	248	11025
0.6	248	11025
0.7	248	11025
0.8	248	11025
0.9	248	11025
1	248	11025
1.1	248	11025
1.2	248	11025
1.3	248	11025
1.4	248	11025
1.5	248	11025
1.6	248	11025
1.7	248	11025
1.8	248	11025
1.9	248	11025
2	248	11025
2.1	248	11025
2.2	248	11025
2.3	248	11025
2.4	248	11025
2.5	248	11025
2.6	248	11025
2.7	248	11025
2.8	248	11025
2.9	248	11025
3	248	11025
3.1	248	11025
3.2	248	11025
3.3	248	11025
3.4	248	11025
3.5	248	11025
3.6	248	11025
3.7	248	11025
3.8	248	11025
3.9	248	11025
4	248	11025
4.1	248	11025
4.2	248	11025
4.3	248	11025
4.4	248	11025
4.5	248	11025
4.6	248	11025
4.7	248	11025
4.8	248	11025
4.9	248	11025
5	248	11025
5.1	248	11020
